公開/特許番号,公開/登録日,発明の名称,出願番号,出願日,出願人,発明者,要約_課題,要約_解決手段,特許ステータス
特開2023-36643,令和5年3月14日,チャンネル状態情報をマルチプレクシングする方法及び装置,特願2022-195732,令和4年12月7日,サムスン  エレクトロニクス  カンパニー  リミテッド,"['', '', '']",ＩｏＴ技術を用いて５世代（５Ｇ）通信システムを融合する通信方法及びシステムを提供する。,チャンネル状態情報（ＣＳＩ）をマルチプレクシングするユーザ装置（ＵＥ）は、ＣＳＩ報告のための設定情報を受信する送受信機及び設定情報をデコーディングして設定情報によってＣＳＩを計算するプロセッサを含む。送受信機は、アップリンク（ＵＬ）チャンネル上で計算されたＣＳＩを送信する。ＣＳＩは、Ｎ個のセグメントを含み、一つのスロットで送信され、Ｎ＞１である。Ｎ個のうちの第１セグメントはランクインジケーター（ＲＩ）及び少なくとも一つの他のＣＳＩパラメーターを含む。基地局（ＢＳ）は、ＣＳＩ報告のための設定情報を生成するプロセッサを含む。ＢＳは、設定情報をＵＥに送信し、ＵＥから設定情報によって計算されたＣＳＩ報告を受信する送受信機をさらに含む。 【選択図】図９Ａ 請求の範囲 開く 詳細な説明 開く 図面 開く 手続補正書 開く 図面 閉じる 代表図面 1 2A 2B 3A 3B 4 5 6 7 ... 拡大および回転 代表図面 >,"特開2023-036643
特許 有効 (登録公報の発行)"
特表2024-532497,令和6年9月5日,コピー数変異の検出方法およびその応用,特願2024-514011,令和4年8月29日,広州燃石医学検験所有限公司,"['', '', '', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-532497
特許 有効 (登録公報の発行)"
特表2024-533196,令和6年9月12日,回転式ディスクサスペンションシステム,特願2024-514101,令和3年11月22日,シムバイオティック、アグリ．インコーポレーテッド,"['', '']",抽出不可,抽出不可,"特表2024-533196
特許 有効 (登録公報の発行)"
特表2024-534859,令和6年9月26日,ユーザ対話をモデル化するためのシステムおよび方法,特願2024-513382,令和4年8月31日,ヨハナ・エルエルシー,"['', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-534859
審査中 (審査請求)"
特表2024-534189,令和6年9月18日,組換えＨＣＭＶベクター及びその使用,特願2024-513410,令和4年8月30日,ヴィア・バイオテクノロジー・インコーポレイテッド,"['', '', '', '']",抽出不可,抽出不可,"特表2024-534189
審査中 (手続補正)"
特表2024-534184,令和6年9月18日,新規ＲＡＳ阻害剤,特願2024-513356,令和4年8月26日,カーハーエル  バイオテック  ゲーエムベーハー,[''],抽出不可,抽出不可,"特表2024-534184
審査中 (出願人・権利者等の変更申請)"
特表2024-534178,令和6年9月18日,結核ワクチン,特願2024-513275,令和4年8月30日,ヴィア・バイオテクノロジー・インコーポレイテッド,"['', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-534178
審査中 (手続補正)"
特表2024-533920,令和6年9月18日,モノのインターネット（ＩｏＴ）ネットワークにおいてサービス品質（ＱｏＳ）を最適化するためのシステムおよび方法,特願2023-520006,令和4年8月27日,ジェイアイオー・プラットフォームズ・リミテッド,"['', '', '', '', '']",抽出不可,抽出不可,"特表2024-533920
審査中 (審査請求)"
特表2024-533166,令和6年9月12日,小児被験体におけるＳＡＲＳ－ＣｏＶ－２感染の抗体療法,特願2024-513947,令和4年8月31日,ヴィア・バイオテクノロジー・インコーポレイテッド,"['', '']",抽出不可,抽出不可,"特表2024-533166
審査請求前 (公開公報の発行)"
特表2024-532544,令和6年9月5日,改善させたプライム編集システム,特願2024-514557,令和4年9月6日,スージョウ  チー  バイオデザイン  バイオテクノロジー  カンパニー  リミテッド,"['', '']",抽出不可,抽出不可,"特表2024-532544
審査中 (拒絶理由通知)"
特表2024-532231,令和6年9月5日,ＣＭＶベクターを産生するための方法,特願2024-510631,令和4年8月30日,ヴィア・バイオテクノロジー・インコーポレイテッド,"['', '', '', '']",抽出不可,抽出不可,"特表2024-532231
審査中 (手続補正)"
特表2024-530568,令和6年8月23日,植え込み型除細動器,特願2023-578739,令和4年8月17日,バイオトロニック  エスエー  アンド  カンパニー  カーゲー,"['', '']",抽出不可,抽出不可,"特表2024-530568
審査中 (手続補正)"
特表2024-530567,令和6年8月23日,抗頻脈及び／又はショック治療をもたらすための埋め込み型システム及び方法,特願2023-578696,令和4年8月18日,バイオトロニック  エスエー  アンド  カンパニー  カーゲー,"['', '']",抽出不可,抽出不可,"特表2024-530567
審査中 (審査請求)"
特表2024-508114,令和6年2月22日,植物胞子のレーザー壁破砕用の生産ラインアセンブリ、及び生産ライン,特願2023-549128,令和4年2月16日,フーナン  ユアンケ  エンジニアリング  テクノロジー  カンパニー  リミテッド,"['', '', '', '', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-508114
審査中 (手続補正)"
特開2023-32767,令和5年3月9日,多機能美容及び理学療法を兼ねた手袋装置,特願2021-139074,令和3年8月27日,ハイボックス  バイオテック  インコーポレイテッド,[''],多機能美容及び理学療法を兼ねた手袋装置を提供する,本発明に係る多機能美容及び理学療法を兼ねた手袋装置は、手袋と、前記手袋上に設けられる美容理学療法モジュールと、検出判断作動モジュールを有するフィードバック制御装置とを備え、手袋は、指袋正面及び指袋背面が設けられる指袋部と、前記指袋部に連結される掌袋部とを有し、前記美容理学療法モジュールは、また前記手袋上に設けられる制御器と、前記指袋正面上に設けられる作用領域とを有し、前記制御器は、１本または複数本の導線を介して前記作用領域と電気的に接続され、前記検出判断作動モジュールには、フィードバック電極部と第１電極との間の電気通路で検出を行わせ、電気的動作導通を起動する動作状態、またはオフライン動作と自動判断して断電する動作状態への自動判断を持たせる。 【選択図】図６ 請求の範囲 開く 詳細な説明 開く 図面 開く 手続補正書 開く 図面 閉じる 代表図面 1A 1B 2 3A 3B 3C 4A 4B 5A ... 拡大および回転 代表図面 >,"特開2023-032767
特許 有効 (登録公報の発行)"
特開2023-31540,令和5年3月9日,情報処理装置、情報処理方法およびプログラム,特願2021-137083,令和3年8月25日,キヤノン株式会社,[''],スリープ機能を有するＩｏＴ機器の情報を所望のタイミングで素早く通知できるようにする。,パン・チルトポジションおよびズームポジションのプリセットポジションを巡回するスケジュールが設定されている場合に、スケジュールに基づいて、撮影範囲付近の機器のスリープ期間を設定する。その後、目標のパン・チルトポジションおよびズームポジションに到達する前に、撮影範囲付近の機器の情報を取得し、目標のパン・チルトポジションおよびズームポジションに到達した後に、取得した情報を表示装置等に通知する。 【選択図】図１ 請求の範囲 開く 詳細な説明 開く 図面 開く 図面 閉じる 代表図面 1 2 3 4 拡大および回転 代表図面 >,"特開2023-031540
審査中 (手続補正)"
特開2023-30016,令和5年3月7日,データ伝送のための制御プレーンおよびユーザプレーンの選択,特願2022-199482,令和4年12月14日,日本電気株式会社,"['', '', '']",ＣＩｏＴにおけるデータ伝送の最適化手順を開始する通信方法提供する。,デタッチおよび連続する再アタッチの手順またはＴＡＵ手順を回避する方法であって、制御プレーンデータ伝送とユーザプレーンデータ伝送との間での動的切り替えを行う。切り替えの決定は、データパケットのサイズのような様々な基準又はデータの総量に基づく。データを送信する場合に、送信すべきデータサイズに基づいて、データをユーザプレーンで送信するか決定し、ＮＡＳメッセージをコアネットワークノードに送信することにより、ユーザプレーンを確立するために、サービス要求手順を開始する。 【選択図】図９ 請求の範囲 開く 詳細な説明 開く 図面 開く 図面 閉じる 代表図面 1 2 3 4 5 6 7 8 9 ... 拡大および回転 代表図面 >,"特開2023-030016
特許 有効 (登録公報の発行)"
特開2023-29838,令和5年3月7日,通信ネットワークにおける自動サービス登録,特願2022-183231,令和4年11月16日,コンヴィーダ  ワイヤレス，  エルエルシー,"['', '', '', '', '', '', '', '', '', '']",ＩｏＴサービス登録者のためにサービス登録プロセスを自動化し、単純化するのに役立ち得るＩｏＴサービス能力を可能にする装置および方法を提供する。,ＩｏＴサービス加入者／登録者のためのサービス登録プロセスを自動化し、単純化するために使用するプロセスは、サービス加入者及びサービス加入者の物理的なＩｏＴデバイス、アプリケーション、データ及び認証ユーザを、加入者を表すソフトウェアプロファイル中で仮想化する。サービス加入者は、自動ＩｏＴサービス登録ソフトウェア機能にサービス登録の複雑さおよび負荷を委ねる。 【選択図】図７ 請求の範囲 開く 詳細な説明 開く 図面 開く 手続補正書 開く 外国語明細書等 開く 図面 閉じる 代表図面 1 2 3 4 5 6 7 8 9 ... 拡大および回転 代表図面 >,"特開2023-029838
特許 有効 (登録公報の発行)"
特表2024-530233,令和6年8月16日,キャビティを有するピラー相互接続を備える集積デバイス,特願2024-509111,令和4年6月30日,クゥアルコム・インコーポレイテッド,"['', '', '']",抽出不可,抽出不可,"特表2024-530233
特許 有効 (登録公報の発行)"
特表2024-534261,令和6年9月18日,キャップアナログ及びその使用,特願2024-536341,令和4年8月22日,上海兆維科技発展有限公司,"['', '']",抽出不可,抽出不可,"特表2024-534261
審査中 (刊行物提出)"
特表2024-532886,令和6年9月10日,ヒトＣＤ１６ａに対する抗体及びその変異体,特願2024-512952,令和4年8月25日,ナンジン、ジェンスクリプト、バイオテック、カンパニー、リミテッド,"['', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-532886
審査中 (手続補正)"
特表2024-532305,令和6年9月5日,細胞を修飾する方法,特願2024-512137,令和4年8月24日,賽斯尓▲チン▼生物技術（上海）有限公司,"['', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-532305
審査中 (拒絶査定)"
特表2024-531475,令和6年8月29日,Ｔ細胞製品およびその使用,特願2024-512961,令和4年8月24日,賽斯尓▲チン▼生物技術（上海）有限公司,"['', '', '', '', '', '', '', '', '']",抽出不可,抽出不可,"特表2024-531475
審査中 (拒絶理由通知)"
特表2024-530979,令和6年8月27日,乾燥させた生物学的組成物及びその方法,特願2024-512212,令和4年8月17日,エボニック  オペレーションズ  ゲーエムベーハー,"['', '', '', '']",抽出不可,抽出不可,"特表2024-530979
審査中 (手続補正)"
